Author 1,Author 2
N. Tomashenko,Xin Wang
N. Tomashenko,E. Vincent
B. M. L. Srivastava,Xin Wang
B. M. L. Srivastava,E. Vincent
Xin Wang,Pierre Champion
Xin Wang,E. Vincent
Xin Wang,A. Nautsch
Xin Wang,J. Yamagishi
Xin Wang,N. Evans
Xin Wang,J. Bonastre
Xin Wang,Paul-Gauthier NoÃ©
Xin Wang,M. Todisco
Xin Wang,"J. Patino,"
Pierre Champion,E. Vincent
E. Vincent,A. Nautsch
E. Vincent,J. Yamagishi
E. Vincent,N. Evans
E. Vincent,J. Bonastre
E. Vincent,Paul-Gauthier NoÃ©
E. Vincent,M. Todisco
E. Vincent,"J. Patino,"
Harishchandra Dubey,Takuya Yoshioka
Vishak Gopal,Takuya Yoshioka
Ross Cutler,Takuya Yoshioka
A. Aazami,Takuya Yoshioka
Sergiy Matusevych,Takuya Yoshioka
Sebastian Braun,Takuya Yoshioka
S. Eskimez,Takuya Yoshioka
Manthan Thakker,Takuya Yoshioka
Takuya Yoshioka,H. Gamper
Takuya Yoshioka,"R. Aichner,"
ZalÃ¡n Borsos,David Grangier
RaphaÃ«l Marinier,David Grangier
Damien Vincent,David Grangier
E. Kharitonov,David Grangier
O. Pietquin,David Grangier
Matthew Sharifi,David Grangier
O. Teboul,David Grangier
David Grangier,M. Tagliasacchi
David Grangier,"Neil Zeghidour,"
Antonios Anastasopoulos,Xutai Ma
Antonios Anastasopoulos,J. Pino
Antonios Anastasopoulos,Jiatong Shi
Antonios Anastasopoulos,Changhan Wang
LoÃ¯c Barrault,Xutai Ma
LoÃ¯c Barrault,J. Pino
LoÃ¯c Barrault,Jiatong Shi
LoÃ¯c Barrault,Changhan Wang
L. Bentivogli,Xutai Ma
L. Bentivogli,J. Pino
L. Bentivogli,Jiatong Shi
L. Bentivogli,Changhan Wang
Marcely Zanon Boito,Xutai Ma
Marcely Zanon Boito,J. Pino
Marcely Zanon Boito,Jiatong Shi
Marcely Zanon Boito,Changhan Wang
Ondrej Bojar,Xutai Ma
Ondrej Bojar,J. Pino
Ondrej Bojar,Jiatong Shi
Ondrej Bojar,Changhan Wang
Roldano Cattoni,Xutai Ma
Roldano Cattoni,J. Pino
Roldano Cattoni,Jiatong Shi
Roldano Cattoni,Changhan Wang
Anna Currey,Xutai Ma
Anna Currey,J. Pino
Anna Currey,Jiatong Shi
Anna Currey,Changhan Wang
Georgiana Dinu,Xutai Ma
Georgiana Dinu,J. Pino
Georgiana Dinu,Jiatong Shi
Georgiana Dinu,Changhan Wang
Kevin Duh,Xutai Ma
Kevin Duh,J. Pino
Kevin Duh,Jiatong Shi
Kevin Duh,Changhan Wang
Maha Elbayad,Xutai Ma
Maha Elbayad,J. Pino
Maha Elbayad,Jiatong Shi
Maha Elbayad,Changhan Wang
Clara Emmanuel,Xutai Ma
Clara Emmanuel,J. Pino
Clara Emmanuel,Jiatong Shi
Clara Emmanuel,Changhan Wang
Y. EstÃ¨ve,Xutai Ma
Y. EstÃ¨ve,J. Pino
Y. EstÃ¨ve,Jiatong Shi
Y. EstÃ¨ve,Changhan Wang
Marcello Federico,Xutai Ma
Marcello Federico,J. Pino
Marcello Federico,Jiatong Shi
Marcello Federico,Changhan Wang
C. Federmann,Xutai Ma
C. Federmann,J. Pino
C. Federmann,Jiatong Shi
C. Federmann,Changhan Wang
Souhir Gahbiche,Xutai Ma
Souhir Gahbiche,J. Pino
Souhir Gahbiche,Jiatong Shi
Souhir Gahbiche,Changhan Wang
Hongyu Gong,Xutai Ma
Hongyu Gong,J. Pino
Hongyu Gong,Jiatong Shi
Hongyu Gong,Changhan Wang
Roman Grundkiewicz,Xutai Ma
Roman Grundkiewicz,J. Pino
Roman Grundkiewicz,Jiatong Shi
Roman Grundkiewicz,Changhan Wang
B. Haddow,Xutai Ma
B. Haddow,J. Pino
B. Haddow,Jiatong Shi
B. Haddow,Changhan Wang
B. Hsu,Xutai Ma
B. Hsu,J. Pino
B. Hsu,Jiatong Shi
B. Hsu,Changhan Wang
DÃ¡vid JavorskÃ½,Xutai Ma
DÃ¡vid JavorskÃ½,J. Pino
DÃ¡vid JavorskÃ½,Jiatong Shi
DÃ¡vid JavorskÃ½,Changhan Wang
VÄra KloudovÃ¡,Xutai Ma
VÄra KloudovÃ¡,J. Pino
VÄra KloudovÃ¡,Jiatong Shi
VÄra KloudovÃ¡,Changhan Wang
Surafel Melaku Lakew,Xutai Ma
Surafel Melaku Lakew,J. Pino
Surafel Melaku Lakew,Jiatong Shi
Surafel Melaku Lakew,Changhan Wang
Xutai Ma,Prashant Mathur
Xutai Ma,Paul McNamee
Xutai Ma,Kenton Murray
Xutai Ma,Maria Nadejde
Xutai Ma,Satoshi Nakamura
Xutai Ma,Matteo Negri
Xutai Ma,J. Niehues
Xutai Ma,Xing Niu
Xutai Ma,John E. Ortega
Xutai Ma,J. Pino
Xutai Ma,Elizabeth Salesky
Xutai Ma,Jiatong Shi
Xutai Ma,Matthias Sperber
Xutai Ma,S. StÃ¼ker
Xutai Ma,Katsuhito Sudoh
Xutai Ma,M. Turchi
Xutai Ma,Yogesh Virkar
Xutai Ma,A. Waibel
Xutai Ma,Changhan Wang
Xutai Ma,"Shinji Watanabe,"
Prashant Mathur,J. Pino
Prashant Mathur,Jiatong Shi
Prashant Mathur,Changhan Wang
Paul McNamee,J. Pino
Paul McNamee,Jiatong Shi
Paul McNamee,Changhan Wang
Kenton Murray,J. Pino
Kenton Murray,Jiatong Shi
Kenton Murray,Changhan Wang
Maria Nadejde,J. Pino
Maria Nadejde,Jiatong Shi
Maria Nadejde,Changhan Wang
Satoshi Nakamura,J. Pino
Satoshi Nakamura,Jiatong Shi
Satoshi Nakamura,Changhan Wang
Matteo Negri,J. Pino
Matteo Negri,Jiatong Shi
Matteo Negri,Changhan Wang
J. Niehues,J. Pino
J. Niehues,Jiatong Shi
J. Niehues,Changhan Wang
Xing Niu,J. Pino
Xing Niu,Jiatong Shi
Xing Niu,Changhan Wang
John E. Ortega,J. Pino
John E. Ortega,Jiatong Shi
John E. Ortega,Changhan Wang
J. Pino,Elizabeth Salesky
J. Pino,Jiatong Shi
J. Pino,Matthias Sperber
J. Pino,S. StÃ¼ker
J. Pino,Katsuhito Sudoh
J. Pino,M. Turchi
J. Pino,Yogesh Virkar
J. Pino,A. Waibel
J. Pino,Changhan Wang
J. Pino,"Shinji Watanabe,"
Elizabeth Salesky,Jiatong Shi
Elizabeth Salesky,Changhan Wang
Jiatong Shi,Matthias Sperber
Jiatong Shi,S. StÃ¼ker
Jiatong Shi,Katsuhito Sudoh
Jiatong Shi,M. Turchi
Jiatong Shi,Yogesh Virkar
Jiatong Shi,A. Waibel
Jiatong Shi,Changhan Wang
Jiatong Shi,"Shinji Watanabe,"
Matthias Sperber,Changhan Wang
S. StÃ¼ker,Changhan Wang
Katsuhito Sudoh,Changhan Wang
M. Turchi,Changhan Wang
Yogesh Virkar,Changhan Wang
A. Waibel,Changhan Wang
Changhan Wang,"Shinji Watanabe,"
Yang Zhang,Zhiqiang Lv
Yang Zhang,Haibin Wu
Yang Zhang,Shanshan Zhang
Yang Zhang,Pengfei Hu
Yang Zhang,Zhiyong Wu
Yang Zhang,Hung-yi Lee
Yang Zhang,"H. Meng,"
Zhiqiang Lv,Hung-yi Lee
Haibin Wu,Hung-yi Lee
Shanshan Zhang,Hung-yi Lee
Pengfei Hu,Hung-yi Lee
Zhiyong Wu,Hung-yi Lee
Hung-yi Lee,"H. Meng,"
Po-Yao Huang,Hu Xu
Po-Yao Huang,Juncheng Billy Li
Po-Yao Huang,Alexei Baevski
Po-Yao Huang,Michael Auli
Po-Yao Huang,Wojciech Galuba
Po-Yao Huang,Florian Metze
Po-Yao Huang,"Christoph Feichtenhofer,"
Hu Xu,Alexei Baevski
Hu Xu,Michael Auli
Juncheng Billy Li,Alexei Baevski
Juncheng Billy Li,Michael Auli
Alexei Baevski,Michael Auli
Alexei Baevski,Wojciech Galuba
Alexei Baevski,Florian Metze
Alexei Baevski,"Christoph Feichtenhofer,"
Michael Auli,Wojciech Galuba
Michael Auli,Florian Metze
Michael Auli,"Christoph Feichtenhofer,"
Krishna Pillutla,Abdelrahman Mohamed
Kshitiz Malik,Abdelrahman Mohamed
Abdelrahman Mohamed,Michael G. Rabbat
Abdelrahman Mohamed,Maziar Sanjabi
Abdelrahman Mohamed,"Lin Xiao,"
Ke Tan,Zhongqiu Wang
Ke Tan,"Deliang Wang,"
W. Fedus,J. Dean
W. Fedus,"Barret Zoph,"
Tu Nguyen,Yossi Adi
Tu Nguyen,Wei-Ning Hsu
Tu Nguyen,Abdelrahman Mohamed
E. Kharitonov,Yossi Adi
E. Kharitonov,Wei-Ning Hsu
E. Kharitonov,Abdelrahman Mohamed
Jade Copet,Yossi Adi
Jade Copet,Wei-Ning Hsu
Jade Copet,Abdelrahman Mohamed
Yossi Adi,Wei-Ning Hsu
Yossi Adi,A. Elkahky
Yossi Adi,Paden Tomasello
Yossi Adi,Robin Algayres
Yossi Adi,BenoÃ®t Sagot
Yossi Adi,Abdelrahman Mohamed
Yossi Adi,"E. Dupoux,"
Wei-Ning Hsu,A. Elkahky
Wei-Ning Hsu,Paden Tomasello
Wei-Ning Hsu,Robin Algayres
Wei-Ning Hsu,BenoÃ®t Sagot
Wei-Ning Hsu,Abdelrahman Mohamed
Wei-Ning Hsu,"E. Dupoux,"
A. Elkahky,Abdelrahman Mohamed
Paden Tomasello,Abdelrahman Mohamed
Robin Algayres,Abdelrahman Mohamed
BenoÃ®t Sagot,Abdelrahman Mohamed
Abdelrahman Mohamed,"E. Dupoux,"
Brendan Kennedy,Xin Wang
M. Atari,Xin Wang
Aida Mostafazadeh Davani,Xin Wang
Leigh Yeh,Xin Wang
Ali Omrani,Xin Wang
Yehsong Kim,Xin Wang
K. Coombs,Xin Wang
Shreya Havaldar,Xin Wang
Gwenyth Portillo-Wightman,Xin Wang
Elaine Gonzalez,Xin Wang
J. Hoover,Xin Wang
A. Azatian,Xin Wang
Alyzeh Hussain,Xin Wang
Austin Lara,Xin Wang
Gabriel Cardenas,Xin Wang
Adam Omary,Xin Wang
Christina Park,Xin Wang
Xin Wang,Clarisa Wijaya
Xin Wang,Yong Zhang
Xin Wang,Beth Meyerowitz
Xin Wang,"Morteza Dehghani,"
Naoyuki Kanda,Jian Wu
Naoyuki Kanda,Yu Wu
Naoyuki Kanda,Xiong Xiao
Naoyuki Kanda,Zhong Meng
Naoyuki Kanda,Xiaofei Wang
Naoyuki Kanda,Yashesh Gaur
Naoyuki Kanda,Zhuo Chen
Naoyuki Kanda,Jinyu Li
Naoyuki Kanda,"Takuya Yoshioka,"
Jian Wu,Yu Wu
Jian Wu,Xiong Xiao
Jian Wu,Zhong Meng
Jian Wu,Xiaofei Wang
Jian Wu,Yashesh Gaur
Jian Wu,Zhuo Chen
Jian Wu,Jinyu Li
Jian Wu,"Takuya Yoshioka,"
Yu Wu,Xiong Xiao
Yu Wu,Zhong Meng
Yu Wu,Xiaofei Wang
Yu Wu,Yashesh Gaur
Yu Wu,Zhuo Chen
Yu Wu,Jinyu Li
Yu Wu,"Takuya Yoshioka,"
Xiong Xiao,Zhong Meng
Xiong Xiao,Xiaofei Wang
Xiong Xiao,Yashesh Gaur
Xiong Xiao,Zhuo Chen
Xiong Xiao,Jinyu Li
Xiong Xiao,"Takuya Yoshioka,"
Zhong Meng,Zhuo Chen
Zhong Meng,Jinyu Li
Xiaofei Wang,Zhuo Chen
Xiaofei Wang,Jinyu Li
Yashesh Gaur,Zhuo Chen
Yashesh Gaur,Jinyu Li
Zhuo Chen,Jinyu Li
Zhuo Chen,"Takuya Yoshioka,"
Jinyu Li,"Takuya Yoshioka,"
B. M. L. Srivastava,E. Vincent
B. M. L. Srivastava,Xin Wang
Mohamed Maouche,E. Vincent
Mohamed Maouche,Xin Wang
Md. Sahidullah,E. Vincent
Md. Sahidullah,Xin Wang
E. Vincent,A. Bellet
E. Vincent,M. Tommasi
E. Vincent,N. Tomashenko
E. Vincent,Xin Wang
E. Vincent,"J. Yamagishi,"
A. Bellet,Xin Wang
M. Tommasi,Xin Wang
N. Tomashenko,Xin Wang
Xin Wang,"J. Yamagishi,"
E. Kharitonov,Kushal Lakhotia
E. Kharitonov,Ann Lee
E. Kharitonov,Wei-Ning Hsu
E. Kharitonov,Abdel-rahman Mohamed
Jade Copet,Kushal Lakhotia
Jade Copet,Ann Lee
Jade Copet,Wei-Ning Hsu
Jade Copet,Abdel-rahman Mohamed
Kushal Lakhotia,Tu Nguyen
Kushal Lakhotia,Paden Tomasello
Kushal Lakhotia,Ann Lee
Kushal Lakhotia,A. Elkahky
Kushal Lakhotia,Wei-Ning Hsu
Kushal Lakhotia,Abdel-rahman Mohamed
Kushal Lakhotia,E. Dupoux
Kushal Lakhotia,"Yossi Adi,"
Tu Nguyen,Ann Lee
Tu Nguyen,Wei-Ning Hsu
Tu Nguyen,Abdel-rahman Mohamed
Paden Tomasello,Ann Lee
Paden Tomasello,Wei-Ning Hsu
Paden Tomasello,Abdel-rahman Mohamed
Ann Lee,A. Elkahky
Ann Lee,Wei-Ning Hsu
Ann Lee,Abdel-rahman Mohamed
Ann Lee,E. Dupoux
Ann Lee,"Yossi Adi,"
A. Elkahky,Wei-Ning Hsu
A. Elkahky,Abdel-rahman Mohamed
Wei-Ning Hsu,Abdel-rahman Mohamed
Wei-Ning Hsu,E. Dupoux
Wei-Ning Hsu,"Yossi Adi,"
Abdel-rahman Mohamed,E. Dupoux
Abdel-rahman Mohamed,"Yossi Adi,"
Haibin Wu,Hung-yi Lee
Heng-Cheng Kuo,Hung-yi Lee
Naijun Zheng,Hung-yi Lee
Kuo-Hsuan Hung,Hung-yi Lee
Hung-yi Lee,Yu Tsao
Hung-yi Lee,Hsin-Min Wang
Hung-yi Lee,"H. Meng,"
Fan Yu,Pengcheng Guo
Fan Yu,Yihui Fu
Fan Yu,Lei Xie
Fan Yu,Deliang Wang
Fan Yu,Y. Qian
Shiliang Zhang,Pengcheng Guo
Shiliang Zhang,Yihui Fu
Shiliang Zhang,Lei Xie
Shiliang Zhang,Deliang Wang
Shiliang Zhang,Y. Qian
Pengcheng Guo,Yihui Fu
Pengcheng Guo,Zhihao Du
Pengcheng Guo,Siqi Zheng
Pengcheng Guo,Weilong Huang
Pengcheng Guo,Lei Xie
Pengcheng Guo,Zhengzhi Tan
Pengcheng Guo,Deliang Wang
Pengcheng Guo,Y. Qian
Pengcheng Guo,Kong-Aik Lee
Pengcheng Guo,Zhijie Yan
Pengcheng Guo,B. Ma
Pengcheng Guo,Xin Xu
Pengcheng Guo,"Hui Bu,"
Yihui Fu,Zhihao Du
Yihui Fu,Siqi Zheng
Yihui Fu,Weilong Huang
Yihui Fu,Lei Xie
Yihui Fu,Zhengzhi Tan
Yihui Fu,Deliang Wang
Yihui Fu,Y. Qian
Yihui Fu,Kong-Aik Lee
Yihui Fu,Zhijie Yan
Yihui Fu,B. Ma
Yihui Fu,Xin Xu
Yihui Fu,"Hui Bu,"
Zhihao Du,Lei Xie
Zhihao Du,Deliang Wang
Zhihao Du,Y. Qian
Siqi Zheng,Lei Xie
Siqi Zheng,Deliang Wang
Siqi Zheng,Y. Qian
Weilong Huang,Lei Xie
Weilong Huang,Deliang Wang
Weilong Huang,Y. Qian
Lei Xie,Zhengzhi Tan
Lei Xie,Deliang Wang
Lei Xie,Y. Qian
Lei Xie,Kong-Aik Lee
Lei Xie,Zhijie Yan
Lei Xie,B. Ma
Lei Xie,Xin Xu
Lei Xie,"Hui Bu,"
Zhengzhi Tan,Deliang Wang
Zhengzhi Tan,Y. Qian
Deliang Wang,Y. Qian
Deliang Wang,Kong-Aik Lee
Deliang Wang,Zhijie Yan
Deliang Wang,B. Ma
Deliang Wang,Xin Xu
Deliang Wang,"Hui Bu,"
Y. Qian,Kong-Aik Lee
Y. Qian,Zhijie Yan
Y. Qian,B. Ma
Y. Qian,Xin Xu
Y. Qian,"Hui Bu,"
Yosuke Higuchi,Niko Moritz
Yosuke Higuchi,J. Le Roux
Yosuke Higuchi,"Takaaki Hori,"
Bo Li,Ruoming Pang
Bo Li,Yu Zhang
Bo Li,Tara N. Sainath
Bo Li,Trevor Strohman
Bo Li,Parisa Haghani
Bo Li,Yun Zhu
Bo Li,B. Farris
Bo Li,Neeraj Gaur
Bo Li,"Manasa Prasad,"
Ruoming Pang,Yu Zhang
Ruoming Pang,Tara N. Sainath
Ruoming Pang,Trevor Strohman
Ruoming Pang,Parisa Haghani
Ruoming Pang,Yun Zhu
Ruoming Pang,B. Farris
Ruoming Pang,Neeraj Gaur
Ruoming Pang,"Manasa Prasad,"
Yu Zhang,Tara N. Sainath
Yu Zhang,Trevor Strohman
Yu Zhang,Parisa Haghani
Yu Zhang,Yun Zhu
Yu Zhang,B. Farris
Yu Zhang,Neeraj Gaur
Yu Zhang,"Manasa Prasad,"
Tara N. Sainath,Trevor Strohman
Tara N. Sainath,Parisa Haghani
Tara N. Sainath,Yun Zhu
Tara N. Sainath,B. Farris
Tara N. Sainath,Neeraj Gaur
Tara N. Sainath,"Manasa Prasad,"
Trevor Strohman,Parisa Haghani
Trevor Strohman,Yun Zhu
Trevor Strohman,B. Farris
Trevor Strohman,Neeraj Gaur
Trevor Strohman,"Manasa Prasad,"
Yuan Gong,Ziyi Chen
Yuan Gong,Iek-Heng Chu
Yuan Gong,Peng Chang
Yuan Gong,"James R. Glass,"
Shimin Zhang,Ziteng Wang
Shimin Zhang,Jiayao Sun
Shimin Zhang,Yihui Fu
Shimin Zhang,Biao Tian
Shimin Zhang,Q. Fu
Shimin Zhang,"Lei Xie,"
Ziteng Wang,Yihui Fu
Jiayao Sun,Yihui Fu
Yihui Fu,Biao Tian
Yihui Fu,Q. Fu
Yihui Fu,"Lei Xie,"
Ramon Sanabria,Wei-Ning Hsu
Ramon Sanabria,Alexei Baevski
Wei-Ning Hsu,Alexei Baevski
Wei-Ning Hsu,"Michael Auli,"
Alexei Baevski,"Michael Auli,"
Liang Lu,Jinyu Li
Jinyu Li,"Yifan Gong,"
Chao Zhang,Bo Li
Chao Zhang,Tara N. Sainath
Bo Li,Zhiyun Lu
Bo Li,Tara N. Sainath
Bo Li,"Shuo-yiin Chang,"
Zhiyun Lu,Tara N. Sainath
Tara N. Sainath,"Shuo-yiin Chang,"
Xiaoxiao Miao,Xin Wang
Xin Wang,Erica Cooper
Xin Wang,J. Yamagishi
Xin Wang,"N. Tomashenko,"
Yuan Gong,Jingbo Yu
Yuan Gong,"James R. Glass,"
Bowen Shi,Abdelrahman Mohamed
Abdelrahman Mohamed,"Wei-Ning Hsu,"
Xin Wang,"J. Yamagishi,"
Chen Shen,Jun Zhang
Yi Y. Liu,Jun Zhang
Wenzhi Fan,Jun Zhang
Bin Wang,Jun Zhang
Shi-Xue Wen,Jun Zhang
Yao Tian,Jun Zhang
Jun Zhang,Jingsheng Yang
Jun Zhang,"Zejun Ma,"
Ke Hu,Tara N. Sainath
Ke Hu,A. Narayanan
Ke Hu,Ruoming Pang
Ke Hu,"Trevor Strohman,"
Tara N. Sainath,A. Narayanan
Tara N. Sainath,Ruoming Pang
Tara N. Sainath,"Trevor Strohman,"
A. Narayanan,Ruoming Pang
A. Narayanan,"Trevor Strohman,"
Ruoming Pang,"Trevor Strohman,"
Anssi Moisio,Aku Rouhe
Dejan Porjazovski,Aku Rouhe
Aku Rouhe,Yaroslav Getman
Aku Rouhe,A. Virkkunen
Aku Rouhe,Tam'as Gr'osz
Aku Rouhe,Krister LindÃ©n
Aku Rouhe,"M. Kurimo,"
Gene-Ping Yang,Sung-Lin Yeh
Gene-Ping Yang,Yu-An Chung
Sung-Lin Yeh,Yu-An Chung
Sung-Lin Yeh,J. Glass
Sung-Lin Yeh,"H. Tang,"
Yu-An Chung,J. Glass
Yu-An Chung,"H. Tang,"
Itai Gat,Ann Lee
Itai Gat,Gabriel Synnaeve
Felix Kreuk,Ann Lee
Felix Kreuk,Gabriel Synnaeve
Ann Lee,Jade Copet
Ann Lee,Gabriel Synnaeve
Ann Lee,E. Dupoux
Ann Lee,"Yossi Adi,"
Jade Copet,Gabriel Synnaeve
Gabriel Synnaeve,E. Dupoux
Gabriel Synnaeve,"Yossi Adi,"
A. Shamsabadi,E. Vincent
B. M. L. Srivastava,E. Vincent
A. Bellet,E. Vincent
Nathalie Vauquier,E. Vincent
E. Vincent,Mohamed Maouche
E. Vincent,M. Tommasi
E. Vincent,"Nicolas Papernot,"
Chunlei Zhang,Jiatong Shi
Jiatong Shi,Chao Weng
Jiatong Shi,Meng Yu
Jiatong Shi,"Dong Yu,"
Da-Rong Liu,Po-chun Hsu
Da-Rong Liu,Da-Yi Wu
Da-Rong Liu,Shun-Po Chuang
Da-Rong Liu,Yi-Chen Chen
Da-Rong Liu,Sung-Feng Huang
Da-Rong Liu,"Hung-yi Lee,"
Peng Zhu,Fan Yang
Dawei Cheng,Fan Yang
Fan Yang,Yifeng Luo
Fan Yang,Dingjiang Huang
Fan Yang,Weining Qian
Fan Yang,"Ao-ying Zhou,"
Xuankai Chang,Niko Moritz
Xuankai Chang,Takaaki Hori
Xuankai Chang,Shinji Watanabe
Xuankai Chang,"Jonathan Le Roux,"
Niko Moritz,Shinji Watanabe
Takaaki Hori,Shinji Watanabe
Shinji Watanabe,"Jonathan Le Roux,"
C. Marques,M. Richter
C. Marques,Clara Natalia Steigleder
C. Marques,Raquel da Fonseca Holz
C. Marques,Carlos Alberto ParaguassÃº-Chaves
C. Marques,F. M. D. Almeida
C. Marques,Carla Dolezel Trindade
C. Marques,SimÃ£o Aznar Filho
C. Marques,Ruy Drummont Smith
C. Marques,"SimÃ£o Dolezel Aznar,"
M. Richter,Clara Natalia Steigleder
M. Richter,Raquel da Fonseca Holz
M. Richter,Carlos Alberto ParaguassÃº-Chaves
M. Richter,F. M. D. Almeida
M. Richter,Carla Dolezel Trindade
M. Richter,SimÃ£o Aznar Filho
M. Richter,Ruy Drummont Smith
M. Richter,"SimÃ£o Dolezel Aznar,"
Clara Natalia Steigleder,Raquel da Fonseca Holz
Clara Natalia Steigleder,Carlos Alberto ParaguassÃº-Chaves
Clara Natalia Steigleder,F. M. D. Almeida
Clara Natalia Steigleder,Carla Dolezel Trindade
Clara Natalia Steigleder,SimÃ£o Aznar Filho
Clara Natalia Steigleder,Ruy Drummont Smith
Clara Natalia Steigleder,"SimÃ£o Dolezel Aznar,"
Raquel da Fonseca Holz,Carlos Alberto ParaguassÃº-Chaves
Raquel da Fonseca Holz,F. M. D. Almeida
Raquel da Fonseca Holz,Carla Dolezel Trindade
Raquel da Fonseca Holz,SimÃ£o Aznar Filho
Raquel da Fonseca Holz,Ruy Drummont Smith
Raquel da Fonseca Holz,"SimÃ£o Dolezel Aznar,"
Carlos Alberto ParaguassÃº-Chaves,F. M. D. Almeida
Carlos Alberto ParaguassÃº-Chaves,Carla Dolezel Trindade
Carlos Alberto ParaguassÃº-Chaves,Ruy Drummont Smith
F. M. D. Almeida,Carla Dolezel Trindade
F. M. D. Almeida,SimÃ£o Aznar Filho
F. M. D. Almeida,Ruy Drummont Smith
F. M. D. Almeida,"SimÃ£o Dolezel Aznar,"
Carla Dolezel Trindade,SimÃ£o Aznar Filho
Carla Dolezel Trindade,Ruy Drummont Smith
Carla Dolezel Trindade,"SimÃ£o Dolezel Aznar,"
SimÃ£o Aznar Filho,Ruy Drummont Smith
Ruy Drummont Smith,"SimÃ£o Dolezel Aznar,"
Preslav Nakov,Thomas Mandl
Alberto BarrÃ³n-CedeÃ±o,Thomas Mandl
Giovanni Da San Martino,Thomas Mandl
Firoj Alam,Thomas Mandl
Julia Maria StruÃ,Thomas Mandl
Thomas Mandl,RubÃ©n MÃ­guez
Thomas Mandl,Tommaso Caselli
Thomas Mandl,Mucahid Kutlu
Thomas Mandl,W. Zaghouani
Thomas Mandl,Chengkai Li
Thomas Mandl,Shaden Shaar
Thomas Mandl,Gautam Kishore Shahi
Thomas Mandl,Hamdy Mubarak
Thomas Mandl,Alex Nikolov
Thomas Mandl,Nikolay Babulkov
Thomas Mandl,Yavuz Selim Kartal
Thomas Mandl,Michael Wiegand
Thomas Mandl,M. Siegel
Thomas Mandl,"Juliane KÃ¶hler,"
Yang Zhang,Haitong Zhang
Yang Zhang,"Yue Lin,"
S. Graetzer,J. Barker
M. Akeroyd,J. Barker
J. Barker,T. Cox
J. Barker,J. Culling
J. Barker,G. Naylor
J. Barker,Eszter Porter
J. Barker,"R. V. MuÃ±oz,"
Tara N. Sainath,Rohit Prabhavalkar
Tara N. Sainath,Ankur Bapna
Tara N. Sainath,Yu Zhang
Tara N. Sainath,Zhouyuan Huo
Tara N. Sainath,Zhehuai Chen
Tara N. Sainath,Bo Li
Tara N. Sainath,Weiran Wang
Tara N. Sainath,"Trevor Strohman,"
Rohit Prabhavalkar,Ankur Bapna
Rohit Prabhavalkar,Yu Zhang
Rohit Prabhavalkar,Zhouyuan Huo
Rohit Prabhavalkar,Zhehuai Chen
Rohit Prabhavalkar,Bo Li
Rohit Prabhavalkar,Weiran Wang
Rohit Prabhavalkar,"Trevor Strohman,"
Ankur Bapna,Yu Zhang
Ankur Bapna,Bo Li
Yu Zhang,Zhouyuan Huo
Yu Zhang,Zhehuai Chen
Yu Zhang,Bo Li
Yu Zhang,Weiran Wang
Yu Zhang,"Trevor Strohman,"
Zhouyuan Huo,Bo Li
Zhehuai Chen,Bo Li
Bo Li,Weiran Wang
Bo Li,"Trevor Strohman,"
Takashi Maekaku,Xuankai Chang
Xuankai Chang,Yuya Fujita
Xuankai Chang,"Shinji Watanabe,"
Lin Zhang,Xin Wang
Xin Wang,Erica Cooper
Xin Wang,N. Evans
Xin Wang,"J. Yamagishi,"
Yuhao Zhang,Canan Huang
Yuhao Zhang,Chen Xu
Yuhao Zhang,Xiaoqian Liu
Yuhao Zhang,Bei Li
Yuhao Zhang,Anxiang Ma
Yuhao Zhang,Tong Xiao
Yuhao Zhang,"Jingbo Zhu,"
Zhikai Zhou,Wangyou Zhang
Wei Wang,Wangyou Zhang
Wangyou Zhang,"Y. Qian,"
Thu Hien Nguyen,T. Nguyen
T. Nguyen,Quoc Truong Do
T. Nguyen,"Tuan L Nguyen,"
Lin Zhang,Xin Wang
Xin Wang,Erica Cooper
Xin Wang,Nicholas Evans
Xin Wang,"J. Yamagishi,"
Zhenhui Ye,Zhou Zhao
Zhenhui Ye,Yi Ren
Zhou Zhao,Yi Ren
Zhou Zhao,"Fei Wu,"
Yi Ren,"Fei Wu,"
Brian Yan,Yosuke Higuchi
Siddharth Dalmia,Yosuke Higuchi
Yosuke Higuchi,Graham Neubig
Yosuke Higuchi,Florian Metze
Yosuke Higuchi,A. Black
Yosuke Higuchi,"Shinji Watanabe,"
Yu Xi,Wangyou Zhang
T. Tan,Wangyou Zhang
Wangyou Zhang,Baochen Yang
Wangyou Zhang,"Kai Yu,"
Anuroop Sriram,Michael Auli
Anuroop Sriram,"Alexei Baevski,"
Michael Auli,"Alexei Baevski,"
Joseph P. Turian,Shinji Watanabe
Jordie Shier,Shinji Watanabe
H. Khan,Shinji Watanabe
B. Raj,Shinji Watanabe
BjÃ¶rn Schuller,Shinji Watanabe
C. Steinmetz,Shinji Watanabe
C. Malloy,Shinji Watanabe
G. Tzanetakis,Shinji Watanabe
Gissel Velarde,Shinji Watanabe
K. McNally,Shinji Watanabe
Max Henry,Shinji Watanabe
Nicolas Pinto,Shinji Watanabe
Camille Noufi,Shinji Watanabe
Christian Clough,Shinji Watanabe
Dorien Herremans,Shinji Watanabe
Eduardo Fonseca,Shinji Watanabe
Jesse Engel,Shinji Watanabe
J. Salamon,Shinji Watanabe
P. Esling,Shinji Watanabe
Pranay Manocha,Shinji Watanabe
